line,character,dialogue,episode
807,DODONNA,"Only a precise hit will set up a chain reaction.  The shaft is ray-shielded, so you ll have to use proton torpedoes.",IV
808,WEDGE,"That s impossible, even for a computer.",IV
809,LUKE,It s not impossible.  I used to bullseye womp rats in my T-sixteen back home.  They re not much bigger than two meters.,IV
810,DODONNA,Man your ships!  And may the Force be with you!,IV
811,DEATH STAR INTERCOM VOICE,Orbiting the planet at maximum velocity.  The moon with the Rebel base will be in range in thirty minutes.,IV
812,VADER,This will be a day long remembered.  It has seen the end of Kenobi and it will soon see the end of the Rebellion.,IV
813,MAN,"All flight troops, man your stations.  All flight troops, man your stations.",IV
814,LUKE,So... you got your reward and you re just leaving then?,IV
815,HAN,"That s right, yeah!  I got some old debts I ve got to pay off with this stuff.  Even if I didn t, you don t think I d be fool enough to stick around here, do you?  Why don t you come with us?  You re pretty good in a fight.  I could use you.",IV
816,LUKE,"Come on!  Why don t you take a look around?  You know what s about to happen, what they re up against.  They could use a good pilot like you.  You re turning your back on them.",IV
817,HAN,"What good s a reward if you ain t around to use it?  Besides, attacking that battle station ain tmy idea of courage.  It s more like suicide.",IV
818,LUKE,"All right.  Well, take care of yourself, Han... guess that s what you re best at, isn t it?",IV
819,HAN,"Hey, Luke... may the Force be with you!",IV
820,HAN,What re you lookin  at?  I know what I m doing.,IV
821,LEIA,What s wrong?,IV
822,LUKE,"Oh, it s Han!  I don t know, I really thought he d change his mind. ",IV
823,LEIA,He s got to follow his own path.  No one can choose it for him.,IV
824,LUKE,I only wish Ben were here.,IV
825,BIGGS,Luke!  I don t believe it!  How d you get here... are you going out with us?!,IV
826,LUKE,"Biggs!  Of course, I ll be up there with you!  Listen, have I got some stories to tell...",IV
827,RED LEADER,Are you... Luke Skywalker?  Have you been checked out on the Incom T-sixty-five?,IV
828,BIGGS,"Sir, Luke is the best bushpilot in the outer rim territories.",IV
829,RED LEADER,"I met your father once when I was just a boy.  He was a great pilot.  You ll do all right.  If you ve got half of your father s skill, you ll do better than all right.",IV
830,LUKE,"Thank you, sir.  I ll try.",IV
831,BIGGS,"I ve got to get aboard.  Listen, you ll tell me your stories when we come back.  All right?",IV
832,LUKE,"I told you I d make it someday, Biggs.",IV
833,BIGGS,"You did, all right.  It s going to be like old times Luke. We re a couple of shooting stars that ll never be stopped!",IV
834,CHIEF,This R2 unit of your seems a bit beat up.  Do you want a new one?,IV
835,LUKE,"Not on your life!  That little droid and I have been through a lot together.You okay, Artoo?",IV
836,CHIEF,"Okay, easy she goes!",IV
837,THREEPIO,"Hang on tight, Artoo, you ve got to come back.",IV
838,THREEPIO,"You wouldn t want my life to get boring, would you?",IV
839,BEN,"Luke, the Force will be with you.",IV
840,MASSASSI INTERCOM VOICE,"Stand-by alert.  Death Star approaching.  Estimated time to firing range, fifteen minutes.",IV
841,RED LEADER,All wings report in.,IV
842,RED TEN,Red Ten standing by.,IV
843,RED SEVEN,Red Seven standing by.,IV
844,BIGGS,Red Three standing by.,IV
845,PORKINS,Red Six standing by.,IV
846,RED NINE,Red Nine standing by.,IV
847,WEDGE,Red Two standing by.,IV
848,RED ELEVEN,Red Eleven standing by.,IV
849,LUKE,Red Five standing by.,IV
850,RED LEADER,Lock S-foils in attack position.,IV
851,RED LEADER,We re passing through their magnetic field.,IV
852,RED LEADER,Hold tight!,IV
853,RED LEADER,Switch your deflectors on.,IV
854,RED LEADER,Double front!,IV
855,WEDGE,Look at the size of that thing!,IV
856,RED LEADER,"Cut the chatter, Red Two.",IV
857,RED LEADER,"Accelerate to attack speed.  This is it, boys!",IV
858,GOLD LEADER,"Red Leader, this is Gold Leader.",IV
859,RED LEADER,"I copy, Gold Leader.",IV
860,GOLD LEADER,We re starting for the target shaft now.,IV
861,RED LEADER,We re in position.  I m going to cut across the axis and try and draw their fire.,IV
862,WEDGE,"Heavy fire, boss!  Twenty-threedegrees.",IV
863,RED LEADER,I see it.  Stay low. ,IV
864,LUKE,This is Red Five!  I m going in!,IV
865,BIGGS,"Luke, pull up!",IV
866,BIGGS,Are you all right?,IV
867,LUKE,"I got a little cooked, but I m okay.",IV
868,ASTRO-OFFICER,"We count thirty Rebel ships, Lord Vader.  But they re so small they re evading our turbo-lasers!",IV
869,VADER,We ll have to destroy them ship to ship.  Get the crews to their fighters.,IV
870,RED LEADER,"Luke, let me know when you re going in.",IV
871,LUKE,I m on my way in now...,IV
872,RED LEADER,Watch yourself!  There s a lot of fire coming from the right side of that deflection tower.,IV
873,LUKE,I m on it.,IV
874,CONTROL OFFICER,"Squad leaders, we ve picked up a new group of signals.  Enemy fighters coming your way.",IV
875,LUKE,My scope s negative.  I don t see anything.,IV
876,RED LEADER,"Keep up your visual scanning.  With all this jamming, they ll be on top of you before your scope can pick them up.",IV
877,RED LEADER,Biggs!  You ve picked one up... watch it!,IV
878,BIGGS,I can t see it!  Where is he?!,IV
879,BIGGS,"He s on me tight, I can t shake him... I can t shake him.",IV
880,LUKE,"Hang on, Biggs, I m coming in.",IV
881,LUKE,Got him!,IV
882,VADER,Several fighters have broken off from the main group.  Come with me!,IV
883,BIGGS,Pull in!  Luke... pull in!,IV
884,WEDGE,"Watch your back, Luke!",IV
885,WEDGE,"Watch your back!  Fighter s above you, coming in!",IV
886,LUKE,"I m hit, but not bad.",IV
887,LUKE,"Artoo, see what you can do with it.  Hang on back there.",IV
888,RED LEADER,Red Six...,IV
889,RED LEADER,Can you see Red Five?,IV
890,RED TEN,"There s a heavy fire zone on this side. Red Five, where are you?",IV
891,LUKE,I can t shake him!,IV
892,WEDGE,"I m on him, Luke!",IV
893,WEDGE,Hold on!,IV
894,LUKE,Blast it!  Wedge where are you?,IV
895,LUKE,"Thanks, Wedge.",IV
896,BIGGS,"Good shooting, Wedge!",IV
897,GOLD LEADER,Red Leader...,IV
898,GOLD LEADER,... This is Gold Leader.  We re starting out attack run.,IV
899,RED LEADER,"I copy, Gold Leader.  Move into position.",IV
900,VADER,Stay in attack formation!,IV
901,GOLD LEADER,The exhaust post is...,IV
902,GOLD LEADER,... marked and locked in!,IV
903,GOLD LEADER,Switch power to front deflection screens.,IV
904,GOLD LEADER,"How many guns do you think, Gold Five?",IV
905,GOLD FIVE,"I d say about twenty guns.  Some on the surface, some on the towers.",IV
906,MASSASSI INTERCOM VOICE,Death Star will be in range in five minutes. ,IV
907,GOLD LEADER,Switch to targeting computer.,IV
908,GOLD TWO,Computer s locked.  Getting a signal.,IV
909,GOLD TWO,The guns... they ve stopped!,IV
910,GOLD FIVE,Stabilize your rear deflectors.  Watch for enemy fighters.,IV
911,GOLD LEADER,They ve coming in!  Three marks at two ten.,IV
912,VADER,I ll take them myself!  Cover me!,IV
913,WINGMAN,"Yes, sir.",IV
914,GOLD LEADER,I can t maneuver!,IV
915,GOLD FIVE,Stay on target.,IV
916,GOLD LEADER,We re too close.,IV
917,GOLD FIVE,Stay on target!,IV
918,GOLD LEADER,Loosen up!,IV
919,GOLD FIVE,Gold Five to Red Leader...,IV
920,GOLD FIVE,"Lost Tiree, lost Dutch.",IV
921,RED LEADER,"I copy, Gold Five.",IV
922,GOLD FIVE,They came from behind....,IV
923,OFFICER,"We ve analyzed their attack, sir, and there is a danger.  Should I have your ship standing by?",IV
924,TARKIN,Evacuate?  In out moment of triumph?  I think you overestimate their chances!,IV
925,VOICE,"Rebel base, three minutes and closing.",IV
926,RED LEADER,"Red Group, this is Red Leader.",IV
927,RED LEADER,Rendezvous at mark six point one.,IV
928,WEDGE,This is Red Two.  Flying towards you.,IV
929,BIGGS,"Red Three, standing by.",IV
930,DODONNA,"Red Leader, this is Base One.  Keep half your group out of range for the next run.",IV
931,RED LEADER,"Copy, Base One.  Luke, take Red Two and Three.  Hold up here and wait for my signal... to start your run.",IV
932,RED LEADER,This is it!,IV
933,RED TEN,We should be able to see it by now.,IV
934,RED LEADER,Keep your eyes open for those fighters!,IV
935,RED TEN,There s too much interference!,IV
936,RED TEN,"Red Five, can you see them from where you are?",IV
937,LUKE,No sign of any... wait!,IV
938,LUKE,Coming in point three five.,IV
939,RED TEN,I see them.,IV
940,RED LEADER,I m in range.,IV
941,RED LEADER,Target s coming up!,IV
942,RED LEADER,Just hold them off for a few seconds.,IV
943,VADER,Close up formation.,IV
944,RED LEADER,Almost there!,IV
945,RED TEN,You d better let her loose.,IV
946,RED LEADER,Almost there!,IV
947,RED TEN,I can t hold them!,IV
948,RED LEADER,It s away!,IV
949,RED NINE,It s a hit!,IV
950,RED LEADER,Negative.,IV
951,RED LEADER,"Negative!  It didn t go in, it just impacted on the surface.",IV
952,LUKE,"Red Leader, we re right above you.  Turn to point...",IV
953,LUKE,... oh-five; we ll cover for you.,IV
954,RED LEADER,Stay there...,IV
955,RED LEADER,... I just lost my starboard engine.,IV
956,RED LEADER,Get set up for your attack run.,IV
957,DEATH STAR INTERCOM VOICE,"Rebel base, one minute and closing.",IV
958,LUKE,"Biggs, Wedge, let s close it up.  We re going in.  We re going in full throttle.",IV
959,WEDGE,"Right with you, boss.",IV
960,BIGGS,"Luke, at that speed will you be able to pull out in time?",IV
961,LUKE,It ll be just like Beggar s Canyon back home.,IV
962,BIGGS,We ll stay back far enough to cover you.,IV
963,WEDGE,"My scope shows the tower, but I can t see the exhaust port!  Are you sure the computer can hit it?",IV
964,LUKE,Watch yourself!  Increase speed full throttle!,IV
965,WEDGE,What about that tower?,IV
966,LUKE,You worry about those fighters!  I ll worry about the tower!,IV
967,LUKE,"Artoo... that, that stabilizer s broken loose again!  See if you can t lock it down!",IV
968,WEDGE,I m hit!  I can t stay with you.,IV
969,LUKE,"Get clear, Wedge.",IV
970,LUKE,You can t do any more good back there!,IV
971,WEDGE,Sorry!,IV
972,VADER,Let him go!  Stay on the leader!,IV
973,BIGGS,"Hurry, Luke, they re coming in much faster this time. I can t hold them!",IV
974,LUKE,"Artoo, try and increase the power!",IV
975,BIGGS,"Hurry up, Luke!",IV
976,BIGGS,Wait!,IV
977,DEATH STAR INTERCOM VOICE,"Rebel base, thirty seconds and closing.",IV
978,VADER,I m on the leader.,IV
979,THREEPIO,"Hang on, Artoo!",IV
980,BEN,"Use the Force, Luke.",IV
981,BEN,"Let go, Luke.",IV
982,VADER,The Force is strong with this one!,IV
983,BEN,"Luke, trust me.",IV
984,BASE VOICE,"His computer s off.  Luke, you switched off your targeting computer.  What s wrong?",IV
985,LUKE,Nothing.  I m all right.,IV
986,LUKE,I ve lost Artoo!,IV
987,MASSASSI INTERCOM VOICE,The Death Star has cleared the planet.  The Death Star has cleared the planet.,IV
988,DEATH STAR INTERCOM VOICE,"Rebel base, in range.",IV
989,TARKIN,You may fire when ready.,IV
990,DEATH STAR INTERCOM VOICE,Commence primary ignition.,IV
991,VADER,I have you now.,IV
992,VADER,What?,IV
993,HAN,Yahoo!,IV
994,WINGMAN,Look out!,IV
995,HAN,"You re all clear, kid.",IV
996,HAN,Now let s blow this thing and go home!,IV
997,INTERCOM VOICE,Stand by to fire at Rebel base.,IV
998,INTERCOM VOICE,Standing by.,IV
999,HAN,"Great shot, kid.  That was one in a million.",IV
1000,BEN,"Remember, the Force will be with you... always.",IV
1001,LEIA,Luke!  Luke!  Luke!,IV
1002,HAN,Hey!  Hey!,IV
1003,LUKE,I knew you d come back!  I just knew it!,IV
1004,HAN,"Well, I wasn t gonna let you get all the credit and take all the reward.",IV
1005,LEIA,"Hey, I knew there was more to you than money.",IV
1006,LUKE,"Oh, no!",IV
1007,THREEPIO,"Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can t you?",IV
1008,TECHNICIAN,We ll get to work on him right away.,IV
1009,THREEPIO,"You must repair him!  Sir, if any of my circuits or gears will help, I ll gladly donate them.",IV
1010,LUKE,He ll be all right.,IV
